"Rk","Player","Age","Team","Pos","GP","G","A","PTS","+/-","PIM","EVG","PPG","SHG","GWG","EVA","PPA","SHA","SOG","SPCT","TSA","TOI","ATOI","FOW","FOL","FO%","BLK","HIT","TAKE","GIVE","Primary Key"
256,Taylor Raddysh,26,WSH,RW,43,4,14,18,1,6,4,0,0,1,14,0,0,51,7.0,107,557.68,12.97,5,11,31.3,15,36,5,30,raddyta01
257,Damon Severson,30,CBJ,D,40,6,12,18,0,14,6,0,0,1,12,0,0,63,9.0,134,844.57,21.12,0,0,,70,23,19,56,severda01
258,Teddy Blueger,30,VAN,C,42,5,12,17,-5,21,5,0,0,0,12,0,0,47,10.0,89,619.52,14.75,265,254,51.1,23,63,13,25,bluegte01
259,Jesper Boqvist,26,FLA,C,41,9,8,17,-5,10,8,0,1,2,8,0,0,43,20.0,78,536.0,13.07,62,86,41.9,14,95,9,18,boqvije01
260,Filip Chytil,25,NYR,C,33,10,7,17,6,10,9,1,0,1,6,1,0,72,13.0,135,463.27,14.03,150,182,45.2,7,12,8,16,chytifi01
261,Gustav Forsling,28,FLA,D,44,6,11,17,20,10,5,0,1,1,10,0,1,111,5.0,240,1015.15,23.07,0,0,,47,41,21,39,forslgu02
262,Brendan Gallagher,32,MTL,RW,42,10,7,17,-4,17,7,3,0,1,6,1,0,72,13.0,154,581.87,13.85,0,3,0.0,16,46,7,29,gallabr01
263,Frederick Gaudreau,31,MIN,C,44,7,10,17,1,6,6,1,0,1,10,0,0,62,11.0,113,654.75,14.88,266,258,50.8,26,20,11,25,gaudrfr01
264,Emil Heineman,23,MTL,LW,41,10,7,17,2,14,7,3,0,0,6,1,0,46,21.0,103,456.98,11.15,0,6,0.0,18,101,6,17,heineem01
265,Luke Kunin,27,SJS,C,45,10,7,17,-9,33,10,0,0,0,7,0,0,65,15.0,132,678.28,15.07,117,121,49.2,50,116,6,22,kuninlu01
266,Andrew Mangiapane,28,WSH,LW,42,10,7,17,5,10,9,0,1,2,6,1,0,51,19.0,99,555.72,13.23,4,0,100.0,14,35,9,32,mangian01
267,Bobby McMann,28,TOR,F,36,12,5,17,6,12,11,1,0,3,5,0,0,87,13.0,139,510.85,14.18,4,9,30.8,11,60,14,16,mcmanbo02
268,Valeri Nichushkin,29,COL,RW,21,11,6,17,6,4,9,2,0,0,6,0,0,52,21.0,95,412.2,19.63,3,3,50.0,10,18,3,17,nichuva01
269,Gustav Nyquist,35,NSH,RW,41,7,10,17,-15,8,6,0,1,0,10,0,0,52,13.0,128,716.1,17.47,9,8,52.9,18,18,9,41,nyquigu01
270,Mathieu Olivier,27,CBJ,F,43,10,7,17,-6,81,9,0,1,3,7,0,0,52,19.0,93,605.32,14.08,9,15,37.5,49,154,13,24,olivima01
271,Jack Quinn,23,BUF,RW,36,8,9,17,-13,8,6,2,0,2,3,6,0,64,12.0,141,545.02,15.13,0,4,0.0,15,20,5,26,quinnja01
272,Rasmus Sandin,24,WSH,D,43,4,13,17,13,6,3,1,0,0,11,2,0,42,9.0,125,831.37,19.33,0,0,,67,52,15,37,sandira01
273,Eeli Tolvanen,25,SEA,RW,44,10,7,17,-6,6,9,1,0,1,4,3,0,72,13.0,145,598.9,13.62,2,4,33.3,32,129,5,25,tolvaee01
274,Alex Vlasic,23,CHI,D,44,2,15,17,-11,6,1,1,0,0,7,8,0,69,2.0,128,1044.88,23.75,0,0,,87,30,28,49,vlasial01
275,Josh Anderson,30,MTL,RW,42,7,9,16,-3,48,6,0,1,0,9,0,0,56,12.0,109,594.0,14.15,18,8,69.2,21,96,7,20,anderjo05
276,Jonas Brodin,31,MIN,D,31,4,12,16,10,6,4,0,0,1,11,0,1,54,7.0,117,719.65,23.22,0,0,,67,17,13,38,brodijo01
277,Andre Burakovsky,29,SEA,LW,41,4,12,16,-8,6,4,0,0,0,9,3,0,64,6.0,124,606.85,14.8,2,0,100.0,16,19,8,17,burakan01
278,Brent Burns,39,CAR,D,44,4,12,16,-1,12,4,0,0,0,11,1,0,96,4.0,258,942.92,21.43,0,0,,62,8,24,62,burnsbr01
279,Paul Cotter,25,NJD,C,45,10,6,16,-4,39,10,0,0,2,6,0,0,54,18.0,120,606.28,13.47,23,18,56.1,20,151,10,25,cottepa01
280,Simon Edvinsson,21,DET,D,38,4,12,16,6,20,4,0,0,1,12,0,0,45,8.0,117,785.32,20.67,0,0,,68,38,10,48,edvinsi01
281,Justin Faulk,32,STL,D,40,2,14,16,-8,14,2,0,0,1,8,6,0,69,2.0,162,934.32,23.35,0,0,,55,49,15,49,faulkju01
282,Vladislav Gavrikov,29,LAK,D,41,2,14,16,15,10,2,0,0,0,13,0,1,49,4.0,127,980.3,23.92,0,0,,84,20,13,28,gavrivl01
283,Yanni Gourde,33,SEA,C,35,6,10,16,-5,36,6,0,0,1,10,0,0,38,15.0,83,544.87,15.57,183,184,49.9,26,58,11,23,gourdya01
284,Danton Heinen,29,VAN,C,42,5,11,16,5,31,4,1,0,0,10,1,0,34,14.0,82,583.82,13.9,13,17,43.3,23,44,9,22,heineda01
285,Nick Jensen,34,OTT,D,42,2,14,16,15,4,2,0,0,0,14,0,0,50,4.0,136,879.43,20.93,0,0,,52,39,13,48,jenseni02
286,Marcus Johansson,34,MIN,C,43,5,11,16,0,4,5,0,0,1,9,2,0,67,7.0,129,693.15,16.12,3,7,30.0,16,23,10,30,johanma03
287,Michael Kesselring,25,UTA,D,42,4,12,16,9,32,4,0,0,1,11,1,0,76,5.0,180,796.2,18.95,0,0,,33,54,14,58,kessemi01
288,Kris Letang,37,PIT,D,39,7,9,16,-15,18,3,3,1,0,4,5,0,90,7.0,181,916.03,23.48,0,0,,45,69,21,43,letankr01
289,Eetu Luostarinen,26,FLA,C,44,7,9,16,5,16,6,0,1,2,8,0,1,49,14.0,100,685.93,15.58,17,23,42.5,33,95,13,25,luostee01
290,Marcus Pettersson,28,PIT,D,39,2,14,16,-1,23,2,0,0,1,13,0,1,37,5.0,118,855.93,21.95,0,0,,70,47,20,47,pettema01
291,Vasily Podkolzin,23,EDM,RW,43,5,11,16,11,18,5,0,0,1,11,0,0,69,7.0,119,568.2,13.22,9,29,23.7,26,94,11,29,podkova01
292,Brandon Saad,32,STL,LW,38,7,9,16,-10,6,7,0,0,0,7,2,0,63,11.0,112,561.25,14.77,3,6,33.3,10,7,11,25,saadbr01
293,Vladimir Tarasenko,33,DET,RW,41,4,12,16,-9,4,3,1,0,0,8,4,0,65,6.0,144,597.23,14.57,0,2,0.0,15,31,9,30,tarasvl01
294,Alex Turcotte,23,LAK,C,36,5,11,16,12,10,5,0,0,0,11,0,0,42,11.0,86,454.88,12.63,35,50,41.2,13,15,7,24,turcoal02
295,Mason Appleton,29,WPG,C,37,6,9,15,8,6,6,0,0,1,9,0,0,60,10.0,98,546.13,14.77,7,4,63.6,20,35,9,21,applema01
296,Zachary Bolduc,21,STL,C,37,5,10,15,10,16,4,1,0,0,9,1,0,52,9.0,123,456.32,12.33,5,5,50.0,16,43,11,30,bolduza01
297,Leo Carlsson,20,ANA,C,37,8,7,15,-1,8,6,2,0,4,5,2,0,49,16.0,103,602.92,16.3,105,165,38.9,16,16,7,25,carlsle01
298,Ross Colton,28,COL,C,27,13,2,15,-2,4,9,4,0,3,1,1,0,68,19.0,123,452.8,16.77,27,42,39.1,22,61,6,21,coltoro01
299,Max Domi,29,TOR,LW,36,3,12,15,2,32,3,0,0,1,11,1,0,52,5.0,104,525.57,14.6,141,165,46.1,15,11,11,32,domima01
300,Nic Dowd,34,WSH,C,43,10,5,15,11,40,9,0,1,1,5,0,0,56,17.0,97,664.5,15.45,320,335,48.9,42,78,15,22,dowdni01
301,Oliver Ekman-Larsson,33,TOR,D,43,2,13,15,8,28,2,0,0,0,12,1,0,70,2.0,171,905.22,21.05,0,0,,40,59,16,51,ekmanol01
302,Marcus Foligno,33,MIN,LW,44,6,9,15,9,44,6,0,0,1,9,0,0,44,13.0,77,615.72,14.0,3,5,37.5,22,151,11,31,foligma01
303,Garnet Hathaway,33,PHI,RW,44,5,10,15,5,42,5,0,0,0,10,0,0,55,9.0,96,523.3,11.9,5,8,38.5,47,156,5,20,hathaga01
304,Alex Iafallo,31,WPG,C,44,6,9,15,9,13,2,4,0,0,6,3,0,51,11.0,83,559.65,12.72,6,5,54.5,30,23,19,17,iafalal01
305,Seth Jones,30,CHI,D,28,3,12,15,-13,10,1,2,0,1,6,6,0,51,5.0,124,690.85,24.67,0,0,,49,30,13,30,jonesse01
306,Alexander Kerfoot,30,UTA,C,42,6,9,15,-3,6,5,0,1,0,8,1,0,53,11.0,90,641.62,15.28,138,136,50.4,30,20,13,36,kerfoal01
307,Chris Kreider,33,NYR,LW,34,13,2,15,-8,18,6,5,2,4,2,0,0,92,14.0,145,599.23,17.62,14,28,33.3,11,52,5,15,kreidch01
308,Jack McBain,25,UTA,C,42,10,5,15,5,47,10,0,0,1,5,0,0,43,23.0,93,556.45,13.25,54,44,55.1,32,144,9,23,mcbaija03
309,Jacob Middleton,29,MIN,D,33,6,9,15,18,21,6,0,0,0,9,0,0,49,12.0,99,689.75,20.9,0,0,,83,50,16,30,middlja01
310,Drew O'Connor,26,PIT,F,45,6,9,15,-12,16,4,1,1,1,8,1,0,68,8.0,145,660.48,14.68,36,49,42.4,34,44,20,32,oconndr01
311,Ryan Poehling,26,PHI,C,41,4,11,15,0,12,4,0,0,0,11,0,0,40,10.0,76,554.63,13.53,233,222,51.2,51,17,5,31,poehlry01
312,Ryan Pulock,30,NYI,D,42,2,13,15,3,8,2,0,0,0,11,1,1,60,3.0,137,941.67,22.42,0,0,,94,54,19,52,pulocry01
313,Jeff Skinner,32,EDM,LW,40,7,8,15,-10,8,7,0,0,0,7,1,0,86,8.0,153,504.28,12.6,9,8,52.9,14,21,9,24,skinnje01
314,Sam Steel,26,DAL,C,41,4,11,15,-2,12,4,0,0,1,11,0,0,46,8.0,88,592.52,14.45,111,111,50.0,13,40,7,22,steelsa01
315,Brandon Tanev,33,SEA,LW,43,8,7,15,-13,8,8,0,0,0,7,0,0,67,11.0,113,619.72,14.42,5,17,22.7,72,92,15,31,tanevbr01
316,James van Riemsdyk,35,CBJ,LW,36,6,9,15,-8,8,5,1,0,0,8,1,0,38,15.0,66,440.18,12.23,2,8,20.0,8,13,4,17,vanrija01
317,Lars Eller,35,WSH,C,41,8,7,15,-3,22,8,0,0,0,6,1,0,55,14.0,109,584.33,14.25,221,182,54.8,19,34,8,24,ellerla01
318,Zach Benson,19,BUF,LW,37,7,7,14,-1,32,6,1,0,0,7,0,0,54,13.0,108,550.53,14.88,2,9,18.2,11,16,8,20,bensoza01
319,Philip Broberg,23,STL,D,31,3,11,14,10,8,3,0,0,1,9,2,0,44,6.0,116,634.02,20.45,0,0,,42,26,11,48,brobeph01
320,Yegor Chinakhov,23,CBJ,RW,21,7,7,14,2,2,5,2,0,1,4,3,0,55,12.0,101,357.43,17.02,0,0,,10,32,3,12,chinaye01
321,Charlie Coyle,32,BOS,C,45,10,4,14,-6,14,7,3,0,0,4,0,0,64,15.0,132,779.67,17.33,203,198,50.6,34,65,30,22,coylech01
322,Kirby Dach,24,MTL,C,42,6,8,14,-25,30,5,1,0,2,3,5,0,68,8.0,117,668.88,15.93,65,105,38.2,26,69,7,32,dachki01
323,Jason Dickinson,29,CHI,C,44,7,7,14,-4,12,7,0,0,0,7,0,0,45,15.0,118,709.12,16.12,339,360,48.5,35,70,12,17,dickija01
324,Luke Evangelista,22,NSH,RW,39,4,10,14,-1,16,3,1,0,0,9,1,0,75,5.0,116,500.87,12.85,0,0,,7,15,10,18,evanglu01
325,Joel Farabee,24,PHI,LW,42,6,8,14,-14,22,6,0,0,0,5,3,0,84,7.0,135,644.27,15.33,10,21,32.3,26,45,12,38,farabjo01
326,Mattias Janmark,32,EDM,C,43,1,13,14,-2,10,1,0,0,0,11,0,2,27,3.0,61,557.4,12.97,28,35,44.4,14,16,6,23,janmama02
327,Joel Kiviranta,28,COL,F,44,10,4,14,7,12,10,0,0,2,4,0,0,54,18.0,97,567.4,12.9,14,16,46.7,21,70,11,23,kivirjo01
328,Peyton Krebs,24,BUF,C,42,4,10,14,-1,19,4,0,0,0,10,0,0,31,12.0,95,550.8,13.12,159,152,51.1,17,73,4,18,krebspe01
329,Brett Kulak,31,EDM,D,43,5,9,14,3,8,5,0,0,0,9,0,0,70,7.0,138,863.15,20.07,0,0,,66,17,12,49,kulakbr01
330,Esa Lindell,30,DAL,D,42,3,11,14,13,8,3,0,0,0,11,0,0,60,5.0,129,913.83,21.75,0,0,,81,32,24,50,lindees01
331,Ryan McDonagh,35,TBL,D,41,1,13,14,22,10,0,0,1,0,12,0,1,43,2.0,100,844.32,20.6,0,0,,82,12,16,62,mcdonry01
332,Ilya Mikheyev,30,CHI,F,42,8,6,14,1,10,7,0,1,1,6,0,0,69,11.0,111,632.48,15.07,0,7,0.0,5,19,11,21,mikheil01
333,Niko Mikkola,28,FLA,D,39,4,10,14,3,28,4,0,0,0,10,0,0,60,6.0,138,780.13,20.0,0,0,,54,64,8,59,mikkoni01
334,Victor Olofsson,29,VEG,RW,22,9,5,14,7,8,3,6,0,3,5,0,0,51,17.0,102,354.82,16.13,0,5,0.0,7,10,7,12,olofsvi01
335,Corey Perry,39,EDM,RW,42,7,7,14,1,23,7,0,0,1,5,2,0,41,17.0,92,476.97,11.35,7,6,53.8,12,17,8,22,perryco01
336,Darren Raddysh,28,TBL,D,33,1,13,14,6,6,1,0,0,0,11,2,0,44,2.0,128,571.08,17.3,0,0,,25,14,3,28,raddyda01
337,Nicolas Roy,27,VEG,C,32,6,8,14,-6,31,6,0,0,2,6,2,0,52,11.0,92,514.67,16.08,150,166,47.5,11,26,12,26,royni01
338,William Smith,19,SJS,C,37,6,8,14,-15,6,4,2,0,1,6,2,0,53,11.0,126,525.83,14.22,34,73,31.8,6,8,4,34,smithwi01
339,Cam Fowler,33,STL,D,31,4,10,14,-3,10,3,1,0,0,9,1,0,40,10.0,92,674.53,21.77,0,0,,57,4,7,29,fowleca01
340,Nikolai Kovalenko,25,SJS,RW,40,5,9,14,-5,10,3,2,0,0,8,1,0,37,13.0,75,482.48,12.07,0,5,0.0,18,60,13,23,kovalni01
341,Michael Anderson,25,LAK,D,41,5,8,13,12,18,5,0,0,0,8,0,0,51,9.0,136,953.32,23.25,0,0,,69,62,12,34,andermi02
342,Viktor Arvidsson,31,EDM,LW,28,5,8,13,8,12,5,0,0,0,6,2,0,72,6.0,133,422.35,15.08,11,17,39.3,8,8,6,24,arvidvi01
343,Kevin Bahl,24,CGY,D,42,1,12,13,1,19,0,1,0,0,12,0,0,46,2.0,131,902.78,21.5,0,0,,67,61,13,44,bahlke01
344,Mathew Barzal,27,NYI,C,21,4,9,13,6,2,3,1,0,1,7,2,0,55,7.0,121,429.78,20.47,19,25,43.2,15,19,5,30,barzama01
345,Jackson Blake,21,CAR,RW,44,9,4,13,1,20,6,3,0,5,4,0,0,61,14.0,106,514.62,11.7,10,13,43.5,13,9,11,25,blakeja02
346,Nick Cousins,31,OTT,C,40,5,8,13,-1,35,5,0,0,0,8,0,0,57,8.0,102,476.28,11.9,1,6,14.3,22,66,5,17,cousini01
347,Trent Frederic,26,BOS,C,45,6,7,13,-9,37,5,1,0,0,5,2,0,63,9.0,135,640.93,14.25,79,106,42.7,25,128,7,25,fredetr01
348,Ridly Greig,22,OTT,C,39,6,7,13,-5,24,3,2,1,0,4,2,1,55,10.0,102,610.53,15.65,50,46,52.1,18,64,7,21,greigri01
349,Ryan Hartman,30,MIN,RW,39,6,7,13,-6,30,5,1,0,0,6,1,0,91,6.0,169,587.65,15.07,127,141,47.4,26,45,10,45,hartmry01
350,Adam Henrique,34,EDM,C,43,6,7,13,2,12,6,0,0,1,6,1,0,66,9.0,110,622.2,14.47,265,221,54.5,44,26,8,34,henriad01
351,Connor Murphy,31,CHI,D,38,1,12,13,-4,38,1,0,0,0,12,0,0,45,2.0,99,780.7,20.55,0,0,,93,70,11,35,murphco02
352,Shane Pinto,24,OTT,C,34,8,5,13,0,14,6,1,1,3,3,1,1,63,12.0,128,596.95,17.55,255,236,51.9,25,32,12,12,pintosh01
353,Yegor Sharangovich,26,CGY,C,35,7,6,13,-7,4,3,3,1,0,5,1,0,75,9.0,166,614.25,17.55,80,86,48.2,12,5,9,22,sharaye01
354,Brady Skjei,30,NSH,D,42,3,10,13,-5,16,2,1,0,1,8,2,0,83,3.0,180,906.32,21.58,0,0,,40,28,18,53,skjeibr01
355,Jaccob Slavin,30,CAR,D,44,2,11,13,10,4,2,0,0,1,10,0,1,53,3.0,169,942.65,21.42,0,0,,71,13,39,43,slavija01
356,Jordan Spence,23,LAK,D,40,2,11,13,10,14,2,0,0,0,9,2,0,42,4.0,114,698.12,17.45,0,0,,46,37,6,45,spencjo01
357,Jared Spurgeon,35,MIN,D,32,4,9,13,3,12,4,0,0,2,6,3,0,59,6.0,119,662.83,20.72,0,0,,52,27,13,28,spurgja01
358,Chris Tanev,35,TOR,D,43,1,12,13,14,16,1,0,0,0,11,0,1,19,5.0,71,844.77,19.65,0,0,,122,9,8,44,tanevch01
359,Trevor van Riemsdyk,33,WSH,D,43,0,13,13,13,10,0,0,0,0,13,0,0,52,0.0,129,759.25,17.65,0,0,,85,5,15,37,vanritr01
360,Uvis Balinskis,28,FLA,D,41,2,10,12,-7,17,2,0,0,0,6,4,0,52,3.0,104,615.72,15.02,0,2,0.0,29,34,16,25,balinuv01
361,Anthony Beauvillier,27,PIT,LW,44,9,3,12,0,8,9,0,0,0,2,1,0,73,12.0,130,523.87,11.9,2,3,40.0,18,66,9,12,beauvan01
362,Cody Ceci,31,SJS,D,45,3,9,12,-8,12,3,0,0,2,9,0,0,49,6.0,107,986.18,21.92,0,0,,80,46,14,43,cecico01
363,Ian Cole,35,UTA,D,42,1,11,12,-3,41,1,0,0,0,11,0,0,44,2.0,111,880.95,20.98,0,0,,121,50,15,63,coleia01
364,Christian Dvorak,28,MTL,C,42,3,9,12,-4,6,3,0,0,0,8,1,0,52,5.0,101,607.38,14.47,280,222,55.8,41,15,10,37,dvorach01
365,Mark Kastelic,25,BOS,C,43,4,8,12,3,81,4,0,0,0,8,0,0,53,7.0,92,486.9,11.32,147,121,54.9,23,167,11,15,kastema01
366,Cole Koepke,26,BOS,LW,43,7,5,12,9,8,7,0,0,1,5,0,0,44,15.0,88,461.05,10.72,0,1,0.0,10,95,6,14,koepkco01
367,Johnathan Kovacevic,27,NJD,D,45,1,11,12,15,33,1,0,0,1,11,0,0,40,2.0,115,893.23,19.85,0,0,,59,58,15,58,kovacjo01
368,Kevin Labanc,29,CBJ,RW,30,2,10,12,2,12,2,0,0,0,10,0,0,32,6.0,83,319.85,10.67,0,3,0.0,12,27,4,14,labanke01
369,Brett Leason,25,ANA,RW,36,5,7,12,-1,12,4,1,0,0,6,1,0,55,9.0,103,500.9,13.92,21,53,28.4,22,41,7,16,leasobr01
370,Blake Lizotte,27,PIT,C,29,8,4,12,5,18,6,1,1,0,4,0,0,28,28.0,50,343.95,11.87,84,105,44.4,15,34,6,21,lizotbl01
371,Matias Maccelli,24,UTA,LW,41,5,7,12,-8,2,5,0,0,0,6,1,0,58,8.0,148,576.73,14.07,6,6,50.0,8,4,8,35,maccema01
372,Tyler Myers,34,VAN,D,42,2,10,12,-1,33,2,0,0,0,10,0,0,41,4.0,110,867.52,20.65,0,0,,75,50,19,33,myersty01
373,Logan O'Connor,28,COL,RW,44,5,7,12,-8,17,5,0,0,0,6,0,1,51,9.0,95,654.35,14.87,11,22,33.3,20,41,8,14,oconnlo01
374,Max Pacioretty,36,TOR,LW,30,5,7,12,-2,14,5,0,0,1,7,0,0,52,9.0,103,413.12,13.77,4,2,66.7,11,82,4,24,pacioma01
375,Martin Pospisil,25,CGY,C,42,2,10,12,2,66,1,1,0,0,8,2,0,56,3.0,121,602.13,14.33,57,87,39.6,14,136,7,31,pospima01
376,Michael Rasmussen,25,DET,C,41,6,6,12,1,13,5,1,0,0,5,1,0,46,13.0,89,549.35,13.4,17,20,45.9,29,73,7,23,rasmumi01
377,Lukas Reichel,22,CHI,LW,37,3,9,12,-6,8,3,0,0,0,8,1,0,44,6.0,73,455.63,12.32,82,127,39.2,16,15,8,18,reichlu01
378,Rasmus Ristolainen,30,PHI,D,44,1,11,12,-2,4,1,0,0,1,10,1,0,63,1.0,118,904.12,20.55,0,0,,62,72,16,40,ristora01
379,Mackie Samoskevich,22,FLA,RW,39,7,5,12,-2,6,6,1,0,4,4,1,0,49,14.0,112,432.15,11.08,0,0,,8,47,8,16,samosma01
380,Nick Seeler,31,PHI,D,39,3,9,12,1,16,3,0,0,1,9,0,0,43,7.0,112,631.43,16.18,0,0,,97,44,9,33,seeleni01
381,Olen Zellweger,21,ANA,D,35,4,8,12,4,12,3,1,0,0,4,4,0,78,5.0,182,677.78,19.37,0,0,,41,22,12,37,zellwol01
382,Alexandre Carrier,28,MTL,D,39,1,11,12,-14,14,1,0,0,0,10,0,1,39,2.0,84,785.62,20.15,0,0,,66,43,15,34,carrial01
383,Zach Aston-Reese,30,CBJ,C,42,4,7,11,-6,19,4,0,0,1,7,0,0,56,7.0,103,552.5,13.15,2,4,33.3,32,94,3,19,astonza01
384,Nick Bjugstad,32,UTA,C,34,4,7,11,-6,10,3,1,0,0,7,0,0,60,6.0,110,435.92,12.82,173,198,46.6,19,53,4,17,bjugsni01
385,Mitchell Chaffee,27,TBL,F,37,7,4,11,2,13,5,2,0,2,4,0,0,37,18.0,66,484.45,13.1,2,3,40.0,14,66,8,17,chaffmi01
386,Declan Chisholm,25,MIN,D,38,2,9,11,2,2,1,1,0,1,8,1,0,44,4.0,96,669.88,17.63,0,0,,36,13,12,47,chishde01
387,Brenden Dillon,34,NJD,D,45,2,9,11,11,50,2,0,0,0,9,0,0,24,8.0,96,814.23,18.1,0,0,,62,110,3,36,dillobr01
388,Jordan Eberle,34,SEA,RW,17,6,5,11,3,6,5,1,0,1,4,1,0,29,20.0,57,269.32,15.85,3,6,33.3,14,0,7,14,eberljo01
389,Martin Fehervary,25,WSH,D,43,1,10,11,8,15,1,0,0,0,9,0,1,36,2.0,110,833.67,19.38,0,0,,89,84,4,36,feherma01
390,Conor Geekie,20,TBL,C,39,5,6,11,1,12,4,1,0,2,5,1,0,45,11.0,102,480.67,12.32,58,85,40.6,18,67,6,22,geekico01
391,Erik Gustafsson,32,DET,D,34,2,9,11,-8,14,1,1,0,0,4,5,0,41,4.0,112,556.77,16.38,0,0,,24,11,5,50,gustaer02
392,Erik Haula,33,NJD,LW,42,5,6,11,-6,29,4,1,0,0,4,2,0,72,6.0,120,607.02,14.45,256,206,55.4,22,67,9,23,haulaer01
393,Marco Kasper,20,DET,C,37,4,7,11,-9,12,2,2,0,0,5,2,0,57,7.0,98,523.0,14.13,165,180,47.8,18,63,7,21,kaspema01
394,Patrik Laine,26,MTL,RW,14,9,2,11,-5,4,0,9,0,2,2,0,0,40,22.0,67,209.95,15.0,6,5,54.5,13,11,4,8,lainepa01
395,Jake McCabe,31,TOR,D,36,1,10,11,10,32,1,0,0,0,10,0,0,37,2.0,94,751.03,20.87,0,0,,68,72,3,35,mccabja01
396,Nicholas Robertson,23,TOR,LW,36,7,4,11,2,6,7,0,0,0,4,0,0,55,12.0,115,437.18,12.15,2,1,66.7,16,37,10,10,roberni01
397,Craig Smith,35,CHI,C,30,6,5,11,-7,24,5,1,0,1,5,0,0,62,9.0,98,350.62,11.68,7,12,36.8,17,23,8,20,smithcr01
398,Kevin Stenlund,28,UTA,C,42,7,4,11,-9,18,6,0,1,0,4,0,0,56,12.0,102,603.2,14.37,293,197,59.8,34,26,11,27,stenlke01
399,Jakub Vrana,28,WSH,LW,25,7,4,11,6,6,4,3,0,3,4,0,0,27,25.0,54,246.27,9.85,4,10,28.6,5,12,5,15,vranaja01
400,Yegor Zamula,24,PHI,D,34,3,8,11,-9,2,3,0,0,1,8,0,0,24,12.0,64,568.77,16.73,0,0,,50,15,8,25,zamulye01
401,Michael Amadio,28,OTT,C,33,2,8,10,-1,12,2,0,0,0,8,0,0,39,5.0,81,467.0,14.15,29,26,52.7,18,35,13,21,amadimi01
402,Oskar Back,24,DAL,C,37,2,8,10,4,2,2,0,0,0,7,0,1,23,8.0,49,425.68,11.5,53,41,56.4,16,14,8,28,backos01
403,Jonatan Berggren,24,DET,RW,40,6,4,10,-5,10,5,1,0,1,3,1,0,52,11.0,105,516.6,12.92,5,6,45.5,7,10,6,12,berggjo02
404,Zach Bogosian,34,MIN,D,44,4,6,10,2,27,4,0,0,0,6,0,0,51,7.0,121,729.12,16.57,0,0,,51,49,13,47,bogosza01
405,Mavrik Bourque,23,DAL,C,37,3,7,10,-1,4,3,0,0,0,6,1,0,39,7.0,80,432.38,11.68,60,85,41.4,18,16,6,22,bourqma01
406,Erik Cernak,27,TBL,D,39,0,10,10,13,18,0,0,0,0,8,0,2,31,0.0,95,729.42,18.7,0,0,,53,91,9,17,cernaer01
407,Jalen Chatfield,28,CAR,D,44,4,6,10,14,22,4,0,0,1,6,0,0,65,6.0,170,833.65,18.95,0,0,,39,37,15,41,chatfja01
408,Lawson Crouse,27,UTA,LW,42,6,4,10,-4,24,5,1,0,1,4,0,0,61,9.0,121,592.37,14.1,8,10,44.4,25,83,10,32,crousla01
409,Jonathan Drouin,29,COL,LW,11,3,7,10,4,2,3,0,0,0,6,1,0,16,18.0,33,230.33,20.93,3,4,42.9,5,4,5,10,drouijo01
410,Jamie Drysdale,22,PHI,D,32,2,8,10,-16,6,0,2,0,0,3,5,0,28,7.0,85,624.05,19.5,0,0,,46,6,11,35,drysdja01
411,Brandon Duhaime,27,WSH,RW,43,4,6,10,4,43,4,0,0,0,6,0,0,51,7.0,102,587.23,13.65,14,16,46.7,39,81,4,12,duhaibr01
412,Joel Edmundson,31,LAK,D,37,4,6,10,12,14,4,0,0,1,6,0,0,47,8.0,120,763.1,20.62,0,0,,57,61,10,26,edmunjo01
413,Robby Fabbri,29,ANA,C,30,6,4,10,-7,14,6,0,0,0,4,0,0,46,13.0,83,510.4,17.02,53,63,45.7,18,42,9,25,fabbrro01
414,Dante Fabbro,26,CBJ,D,33,3,7,10,11,20,3,0,0,1,7,0,0,43,7.0,104,666.67,20.2,0,0,,74,30,11,55,fabbrda01
415,Radko Gudas,34,ANA,D,43,1,9,10,-1,56,1,0,0,0,9,0,0,46,2.0,131,807.55,18.78,0,0,,95,142,3,53,gudasra01
416,Kaiden Guhle,23,MTL,D,36,3,7,10,-5,23,3,0,0,0,7,0,0,42,7.0,105,764.55,21.23,0,0,,86,57,10,29,guhleka01
417,Kevin Hayes,32,PIT,RW,28,7,3,10,-14,2,4,3,0,1,1,2,0,39,17.0,75,292.6,10.45,79,63,55.6,5,15,4,11,hayeske01
418,Alexander Holtz,23,VEG,RW,43,3,7,10,-4,6,3,0,0,0,6,1,0,56,5.0,107,495.62,11.53,2,9,18.2,13,33,3,28,holtzal01
419,Parker Kelly,25,COL,F,44,4,6,10,-8,12,3,0,1,0,6,0,0,50,8.0,115,574.63,13.07,215,290,42.6,36,85,12,24,kellypa01
420,Sean Kuraly,32,CBJ,C,43,4,6,10,-1,16,4,0,0,0,6,0,0,35,11.0,87,481.95,11.2,153,137,52.8,25,98,5,29,kuralse01
421,Andrei Kuzmenko,28,CGY,F,32,1,9,10,-6,12,0,1,0,1,7,2,0,31,3.0,73,478.3,14.95,1,0,100.0,7,7,13,22,kuzmean01
422,Josh Manson,33,COL,D,32,1,9,10,-5,18,1,0,0,0,7,1,1,43,2.0,113,583.22,18.23,0,0,,43,75,14,54,mansojo01
